GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,NAME_E,AF49E001,NAME_M,AF49M001,STATE_ABB,X_POSITION,Y_POSITION
G0600570,2012-2016,California,6,Nevada County,57,"Nevada County, California",57429,"Nevada County, California",2569,CA,1,4
G0600590,2012-2016,California,6,Orange County,59,"Orange County, California",78145,"Orange County, California",490,CA,1,4
G0600610,2012-2016,California,6,Placer County,61,"Placer County, California",76926,"Placer County, California",1293,CA,1,4
G0600630,2012-2016,California,6,Plumas County,63,"Plumas County, California",50125,"Plumas County, California",3068,CA,1,4
G0600650,2012-2016,California,6,Riverside County,65,"Riverside County, California",57972,"Riverside County, California",542,CA,1,4
G0600670,2012-2016,California,6,Sacramento County,67,"Sacramento County, California",57509,"Sacramento County, California",578,CA,1,4
G0600690,2012-2016,California,6,San Benito County,69,"San Benito County, California",73814,"San Benito County, California",3746,CA,1,4
G0600710,2012-2016,California,6,San Bernardino County,71,"San Bernardino County, California",54469,"San Bernardino County, California",559,CA,1,4
G0600730,2012-2016,California,6,San Diego County,73,"San Diego County, California",66529,"San Diego County, California",460,CA,1,4
G0600750,2012-2016,California,6,San Francisco County,75,"San Francisco County, California",87701,"San Francisco County, California",1447,CA,1,4
G0600770,2012-2016,California,6,San Joaquin County,77,"San Joaquin County, California",55045,"San Joaquin County, California",896,CA,1,4
G0600790,2012-2016,California,6,San Luis Obispo County,79,"San Luis Obispo County, California",64014,"San Luis Obispo County, California",1807,CA,1,4
G0600810,2012-2016,California,6,San Mateo County,81,"San Mateo County, California",98546,"San Mateo County, California",1232,CA,1,4
G0600830,2012-2016,California,6,Santa Barbara County,83,"Santa Barbara County, California",65161,"Santa Barbara County, California",1202,CA,1,4
G0600850,2012-2016,California,6,Santa Clara County,85,"Santa Clara County, California",101173,"Santa Clara County, California",661,CA,1,4
G0600870,2012-2016,California,6,Santa Cruz County,87,"Santa Cruz County, California",70088,"Santa Cruz County, California",1935,CA,1,4
G0600890,2012-2016,California,6,Shasta County,89,"Shasta County, California",45582,"Shasta County, California",963,CA,1,4
G0600910,2012-2016,California,6,Sierra County,91,"Sierra County, California",43984,"Sierra County, California",11767,CA,1,4
G0600930,2012-2016,California,6,Siskiyou County,93,"Siskiyou County, California",38524,"Siskiyou County, California",2078,CA,1,4
G0600950,2012-2016,California,6,Solano County,95,"Solano County, California",69227,"Solano County, California",1596,CA,1,4
G0600970,2012-2016,California,6,Sonoma County,97,"Sonoma County, California",66833,"Sonoma County, California",1161,CA,1,4
G0600990,2012-2016,California,6,Stanislaus County,99,"Stanislaus County, California",51591,"Stanislaus County, California",797,CA,1,4
G0601010,2012-2016,California,6,Sutter County,101,"Sutter County, California",52943,"Sutter County, California",1645,CA,1,4
G0601030,2012-2016,California,6,Tehama County,103,"Tehama County, California",40687,"Tehama County, California",2118,CA,1,4
G0601050,2012-2016,California,6,Trinity County,105,"Trinity County, California",35270,"Trinity County, California",3838,CA,1,4
G0601070,2012-2016,California,6,Tulare County,107,"Tulare County, California",42789,"Tulare County, California",1042,CA,1,4
G0601090,2012-2016,California,6,Tuolumne County,109,"Tuolumne County, California",50731,"Tuolumne County, California",1795,CA,1,4
G0601110,2012-2016,California,6,Ventura County,111,"Ventura County, California",78593,"Ventura County, California",962,CA,1,4
G0601130,2012-2016,California,6,Yolo County,113,"Yolo County, California",57663,"Yolo County, California",1664,CA,1,4
G0601150,2012-2016,California,6,Yuba County,115,"Yuba County, California",48739,"Yuba County, California",2031,CA,1,4
G0800010,2012-2016,Colorado,8,Adams County,1,"Adams County, Colorado",61444,"Adams County, Colorado",985,CO,3,4
G0800030,2012-2016,Colorado,8,Alamosa County,3,"Alamosa County, Colorado",32385,"Alamosa County, Colorado",3599,CO,3,4
G0800050,2012-2016,Colorado,8,Arapahoe County,5,"Arapahoe County, Colorado",66288,"Arapahoe County, Colorado",628,CO,3,4
G0800070,2012-2016,Colorado,8,Archuleta County,7,"Archuleta County, Colorado",45607,"Archuleta County, Colorado",4241,CO,3,4
G0800090,2012-2016,Colorado,8,Baca County,9,"Baca County, Colorado",37477,"Baca County, Colorado",3196,CO,3,4
G0800110,2012-2016,Colorado,8,Bent County,11,"Bent County, Colorado",34773,"Bent County, Colorado",5957,CO,3,4
G0800130,2012-2016,Colorado,8,Boulder County,13,"Boulder County, Colorado",72282,"Boulder County, Colorado",1203,CO,3,4
G0800140,2012-2016,Colorado,8,Broomfield County,14,"Broomfield County, Colorado",83334,"Broomfield County, Colorado",2790,CO,3,4
G0800150,2012-2016,Colorado,8,Chaffee County,15,"Chaffee County, Colorado",50993,"Chaffee County, Colorado",2307,CO,3,4
G0800170,2012-2016,Colorado,8,Cheyenne County,17,"Cheyenne County, Colorado",54375,"Cheyenne County, Colorado",3787,CO,3,4
G0800190,2012-2016,Colorado,8,Clear Creek County,19,"Clear Creek County, Colorado",68250,"Clear Creek County, Colorado",5320,CO,3,4
G0800210,2012-2016,Colorado,8,Conejos County,21,"Conejos County, Colorado",34630,"Conejos County, Colorado",2794,CO,3,4
G0800230,2012-2016,Colorado,8,Costilla County,23,"Costilla County, Colorado",26610,"Costilla County, Colorado",3906,CO,3,4
G0800250,2012-2016,Colorado,8,Crowley County,25,"Crowley County, Colorado",31719,"Crowley County, Colorado",3534,CO,3,4
G0800270,2012-2016,Colorado,8,Custer County,27,"Custer County, Colorado",38605,"Custer County, Colorado",4710,CO,3,4
G0800290,2012-2016,Colorado,8,Delta County,29,"Delta County, Colorado",42011,"Delta County, Colorado",2339,CO,3,4
G0800310,2012-2016,Colorado,8,Denver County,31,"Denver County, Colorado",56258,"Denver County, Colorado",883,CO,3,4
G0800330,2012-2016,Colorado,8,Dolores County,33,"Dolores County, Colorado",32240,"Dolores County, Colorado",3582,CO,3,4
G0800350,2012-2016,Colorado,8,Douglas County,35,"Douglas County, Colorado",105759,"Douglas County, Colorado",1690,CO,3,4
G0800370,2012-2016,Colorado,8,Eagle County,37,"Eagle County, Colorado",78763,"Eagle County, Colorado",3924,CO,3,4
G0800390,2012-2016,Colorado,8,Elbert County,39,"Elbert County, Colorado",87288,"Elbert County, Colorado",3230,CO,3,4
G0800410,2012-2016,Colorado,8,El Paso County,41,"El Paso County, Colorado",60219,"El Paso County, Colorado",868,CO,3,4
G0800430,2012-2016,Colorado,8,Fremont County,43,"Fremont County, Colorado",42308,"Fremont County, Colorado",1887,CO,3,4
G0800450,2012-2016,Colorado,8,Garfield County,45,"Garfield County, Colorado",61300,"Garfield County, Colorado",2979,CO,3,4
G0800470,2012-2016,Colorado,8,Gilpin County,47,"Gilpin County, Colorado",67544,"Gilpin County, Colorado",11078,CO,3,4
G0800490,2012-2016,Colorado,8,Grand County,49,"Grand County, Colorado",67623,"Grand County, Colorado",4520,CO,3,4
G0800510,2012-2016,Colorado,8,Gunnison County,51,"Gunnison County, Colorado",50746,"Gunnison County, Colorado",3990,CO,3,4
G0800530,2012-2016,Colorado,8,Hinsdale County,53,"Hinsdale County, Colorado",51250,"Hinsdale County, Colorado",10651,CO,3,4
G0800550,2012-2016,Colorado,8,Huerfano County,55,"Huerfano County, Colorado",33257,"Huerfano County, Colorado",3275,CO,3,4
G0800570,2012-2016,Colorado,8,Jackson County,57,"Jackson County, Colorado",45053,"Jackson County, Colorado",5212,CO,3,4
G0800590,2012-2016,Colorado,8,Jefferson County,59,"Jefferson County, Colorado",72017,"Jefferson County, Colorado",732,CO,3,4
G0800610,2012-2016,Colorado,8,Kiowa County,61,"Kiowa County, Colorado",38385,"Kiowa County, Colorado",3646,CO,3,4
G0800630,2012-2016,Colorado,8,Kit Carson County,63,"Kit Carson County, Colorado",44449,"Kit Carson County, Colorado",6458,CO,3,4
G0800650,2012-2016,Colorado,8,Lake County,65,"Lake County, Colorado",46928,"Lake County, Colorado",12843,CO,3,4
G0800670,2012-2016,Colorado,8,La Plata County,67,"La Plata County, Colorado",61910,"La Plata County, Colorado",2330,CO,3,4
G0800690,2012-2016,Colorado,8,Larimer County,69,"Larimer County, Colorado",61942,"Larimer County, Colorado",1051,CO,3,4
G0800710,2012-2016,Colorado,8,Las Animas County,71,"Las Animas County, Colorado",42808,"Las Animas County, Colorado",3023,CO,3,4
G0800730,2012-2016,Colorado,8,Lincoln County,73,"Lincoln County, Colorado",40438,"Lincoln County, Colorado",3362,CO,3,4
G0800750,2012-2016,Colorado,8,Logan County,75,"Logan County, Colorado",43340,"Logan County, Colorado",4492,CO,3,4
G0800770,2012-2016,Colorado,8,Mesa County,77,"Mesa County, Colorado",50070,"Mesa County, Colorado",1685,CO,3,4
G0800790,2012-2016,Colorado,8,Mineral County,79,"Mineral County, Colorado",49125,"Mineral County, Colorado",7775,CO,3,4
G0800810,2012-2016,Colorado,8,Moffat County,81,"Moffat County, Colorado",53664,"Moffat County, Colorado",4678,CO,3,4
G0800830,2012-2016,Colorado,8,Montezuma County,83,"Montezuma County, Colorado",41622,"Montezuma County, Colorado",2453,CO,3,4
G0800850,2012-2016,Colorado,8,Montrose County,85,"Montrose County, Colorado",43890,"Montrose County, Colorado",2941,CO,3,4
G0800870,2012-2016,Colorado,8,Morgan County,87,"Morgan County, Colorado",49495,"Morgan County, Colorado",2108,CO,3,4
G0800890,2012-2016,Colorado,8,Otero County,89,"Otero County, Colorado",34477,"Otero County, Colorado",3630,CO,3,4
G0800910,2012-2016,Colorado,8,Ouray County,91,"Ouray County, Colorado",62800,"Ouray County, Colorado",4623,CO,3,4
G0800930,2012-2016,Colorado,8,Park County,93,"Park County, Colorado",61675,"Park County, Colorado",4821,CO,3,4
G0800950,2012-2016,Colorado,8,Phillips County,95,"Phillips County, Colorado",46955,"Phillips County, Colorado",6522,CO,3,4
G0800970,2012-2016,Colorado,8,Pitkin County,97,"Pitkin County, Colorado",69789,"Pitkin County, Colorado",8113,CO,3,4
G0800990,2012-2016,Colorado,8,Prowers County,99,"Prowers County, Colorado",41037,"Prowers County, Colorado",2895,CO,3,4
G0801010,2012-2016,Colorado,8,Pueblo County,101,"Pueblo County, Colorado",42000,"Pueblo County, Colorado",978,CO,3,4
G0801030,2012-2016,Colorado,8,Rio Blanco County,103,"Rio Blanco County, Colorado",56771,"Rio Blanco County, Colorado",9808,CO,3,4
G0801050,2012-2016,Colorado,8,Rio Grande County,105,"Rio Grande County, Colorado",40177,"Rio Grande County, Colorado",3832,CO,3,4
G0801070,2012-2016,Colorado,8,Routt County,107,"Routt County, Colorado",63505,"Routt County, Colorado",4842,CO,3,4
G0801090,2012-2016,Colorado,8,Saguache County,109,"Saguache County, Colorado",32457,"Saguache County, Colorado",3677,CO,3,4
G0801110,2012-2016,Colorado,8,San Juan County,111,"San Juan County, Colorado",41250,"San Juan County, Colorado",12794,CO,3,4
G0801130,2012-2016,Colorado,8,San Miguel County,113,"San Miguel County, Colorado",58170,"San Miguel County, Colorado",4648,CO,3,4
G0801150,2012-2016,Colorado,8,Sedgwick County,115,"Sedgwick County, Colorado",46977,"Sedgwick County, Colorado",3747,CO,3,4
G0801170,2012-2016,Colorado,8,Summit County,117,"Summit County, Colorado",70192,"Summit County, Colorado",4595,CO,3,4
G0801190,2012-2016,Colorado,8,Teller County,119,"Teller County, Colorado",63723,"Teller County, Colorado",4288,CO,3,4
G0801210,2012-2016,Colorado,8,Washington County,121,"Washington County, Colorado",46315,"Washington County, Colorado",2485,CO,3,4
G0801230,2012-2016,Colorado,8,Weld County,123,"Weld County, Colorado",62820,"Weld County, Colorado",1323,CO,3,4
G0801250,2012-2016,Colorado,8,Yuma County,125,"Yuma County, Colorado",42026,"Yuma County, Colorado",3485,CO,3,4
G0900010,2012-2016,Connecticut,9,Fairfield County,1,"Fairfield County, Connecticut",86670,"Fairfield County, Connecticut",1113,CT,10,3
G0900030,2012-2016,Connecticut,9,Hartford County,3,"Hartford County, Connecticut",68027,"Hartford County, Connecticut",895,CT,10,3
G0900050,2012-2016,Connecticut,9,Litchfield County,5,"Litchfield County, Connecticut",73519,"Litchfield County, Connecticut",1457,CT,10,3
G0900070,2012-2016,Connecticut,9,Middlesex County,7,"Middlesex County, Connecticut",79837,"Middlesex County, Connecticut",1690,CT,10,3
G0900090,2012-2016,Connecticut,9,New Haven County,9,"New Haven County, Connecticut",62715,"New Haven County, Connecticut",921,CT,10,3
G0900110,2012-2016,Connecticut,9,New London County,11,"New London County, Connecticut",67574,"New London County, Connecticut",1516,CT,10,3
G0900130,2012-2016,Connecticut,9,Tolland County,13,"Tolland County, Connecticut",80129,"Tolland County, Connecticut",1915,CT,10,3
G0900150,2012-2016,Connecticut,9,Windham County,15,"Windham County, Connecticut",60689,"Windham County, Connecticut",1613,CT,10,3
G1000010,2012-2016,Delaware,10,Kent County,1,"Kent County, Delaware",55184,"Kent County, Delaware",1410,DE,10,4
G1000030,2012-2016,Delaware,10,New Castle County,3,"New Castle County, Delaware",66283,"New Castle County, Delaware",934,DE,10,4
G1000050,2012-2016,Delaware,10,Sussex County,5,"Sussex County, Delaware",54218,"Sussex County, Delaware",1078,DE,10,4
G1100010,2012-2016,District of Columbia,11,District of Columbia,1,"District of Columbia, District of Columbia",72935,"District of Columbia, District of Columbia",1164,DC,9,5
G1200010,2012-2016,Florida,12,Alachua County,1,"Alachua County, Florida",44702,"Alachua County, Florida",1585,FL,9,7
G1200030,2012-2016,Florida,12,Baker County,3,"Baker County, Florida",53327,"Baker County, Florida",4669,FL,9,7
G1200050,2012-2016,Florida,12,Bay County,5,"Bay County, Florida",48577,"Bay County, Florida",1251,FL,9,7
G1200070,2012-2016,Florida,12,Bradford County,7,"Bradford County, Florida",43373,"Bradford County, Florida",3640,FL,9,7
G1200090,2012-2016,Florida,12,Brevard County,9,"Brevard County, Florida",49914,"Brevard County, Florida",752,FL,9,7
G1200110,2012-2016,Florida,12,Broward County,11,"Broward County, Florida",52954,"Broward County, Florida",555,FL,9,7
G1200130,2012-2016,Florida,12,Calhoun County,13,"Calhoun County, Florida",37089,"Calhoun County, Florida",2913,FL,9,7
G1200150,2012-2016,Florida,12,Charlotte County,15,"Charlotte County, Florida",44865,"Charlotte County, Florida",1142,FL,9,7
G1200170,2012-2016,Florida,12,Citrus County,17,"Citrus County, Florida",39054,"Citrus County, Florida",1401,FL,9,7
G1200190,2012-2016,Florida,12,Clay County,19,"Clay County, Florida",59179,"Clay County, Florida",1689,FL,9,7
G1200210,2012-2016,Florida,12,Collier County,21,"Collier County, Florida",59783,"Collier County, Florida",1045,FL,9,7
G1200230,2012-2016,Florida,12,Columbia County,23,"Columbia County, Florida",42848,"Columbia County, Florida",2335,FL,9,7
G1200270,2012-2016,Florida,12,DeSoto County,27,"DeSoto County, Florida",35513,"DeSoto County, Florida",1638,FL,9,7
G1200290,2012-2016,Florida,12,Dixie County,29,"Dixie County, Florida",34634,"Dixie County, Florida",3417,FL,9,7
G1200310,2012-2016,Florida,12,Duval County,31,"Duval County, Florida",49196,"Duval County, Florida",662,FL,9,7
G1200330,2012-2016,Florida,12,Escambia County,33,"Escambia County, Florida",46117,"Escambia County, Florida",981,FL,9,7
G1200350,2012-2016,Florida,12,Flagler County,35,"Flagler County, Florida",48898,"Flagler County, Florida",1356,FL,9,7
G1200370,2012-2016,Florida,12,Franklin County,37,"Franklin County, Florida",40301,"Franklin County, Florida",2834,FL,9,7
G1200390,2012-2016,Florida,12,Gadsden County,39,"Gadsden County, Florida",38533,"Gadsden County, Florida",1689,FL,9,7
G1200410,2012-2016,Florida,12,Gilchrist County,41,"Gilchrist County, Florida",40881,"Gilchrist County, Florida",2944,FL,9,7
G1200430,2012-2016,Florida,12,Glades County,43,"Glades County, Florida",34143,"Glades County, Florida",3090,FL,9,7
G1200450,2012-2016,Florida,12,Gulf County,45,"Gulf County, Florida",40822,"Gulf County, Florida",3488,FL,9,7
G1200470,2012-2016,Florida,12,Hamilton County,47,"Hamilton County, Florida",38980,"Hamilton County, Florida",3542,FL,9,7
G1200490,2012-2016,Florida,12,Hardee County,49,"Hardee County, Florida",36222,"Hardee County, Florida",2818,FL,9,7
G1200510,2012-2016,Florida,12,Hendry County,51,"Hendry County, Florida",37552,"Hendry County, Florida",2424,FL,9,7
G1200530,2012-2016,Florida,12,Hernando County,53,"Hernando County, Florida",42274,"Hernando County, Florida",1067,FL,9,7
G1200550,2012-2016,Florida,12,Highlands County,55,"Highlands County, Florida",35865,"Highlands County, Florida",981,FL,9,7
G1200570,2012-2016,Florida,12,Hillsborough County,57,"Hillsborough County, Florida",51681,"Hillsborough County, Florida",427,FL,9,7
G1200590,2012-2016,Florida,12,Holmes County,59,"Holmes County, Florida",37437,"Holmes County, Florida",2785,FL,9,7
G1200610,2012-2016,Florida,12,Indian River County,61,"Indian River County, Florida",47446,"Indian River County, Florida",1431,FL,9,7
G1200630,2012-2016,Florida,12,Jackson County,63,"Jackson County, Florida",35470,"Jackson County, Florida",1840,FL,9,7
G1200650,2012-2016,Florida,12,Jefferson County,65,"Jefferson County, Florida",41696,"Jefferson County, Florida",5005,FL,9,7
G1200670,2012-2016,Florida,12,Lafayette County,67,"Lafayette County, Florida",36236,"Lafayette County, Florida",6429,FL,9,7
G1200690,2012-2016,Florida,12,Lake County,69,"Lake County, Florida",47141,"Lake County, Florida",1136,FL,9,7
G1200710,2012-2016,Florida,12,Lee County,71,"Lee County, Florida",50390,"Lee County, Florida",566,FL,9,7
G1200730,2012-2016,Florida,12,Leon County,73,"Leon County, Florida",48248,"Leon County, Florida",874,FL,9,7
G1200750,2012-2016,Florida,12,Levy County,75,"Levy County, Florida",35480,"Levy County, Florida",1900,FL,9,7
G1200770,2012-2016,Florida,12,Liberty County,77,"Liberty County, Florida",37917,"Liberty County, Florida",3285,FL,9,7
G1200790,2012-2016,Florida,12,Madison County,79,"Madison County, Florida",29806,"Madison County, Florida",2370,FL,9,7
G1200810,2012-2016,Florida,12,Manatee County,81,"Manatee County, Florida",51483,"Manatee County, Florida",860,FL,9,7
G1200830,2012-2016,Florida,12,Marion County,83,"Marion County, Florida",40295,"Marion County, Florida",694,FL,9,7
G1200850,2012-2016,Florida,12,Martin County,85,"Martin County, Florida",52622,"Martin County, Florida",1490,FL,9,7
G1200860,2012-2016,Florida,12,Miami-Dade County,86,"Miami-Dade County, Florida",44224,"Miami-Dade County, Florida",458,FL,9,7
G1200870,2012-2016,Florida,12,Monroe County,87,"Monroe County, Florida",60303,"Monroe County, Florida",1862,FL,9,7
G1200890,2012-2016,Florida,12,Nassau County,89,"Nassau County, Florida",59196,"Nassau County, Florida",3437,FL,9,7
G1200910,2012-2016,Florida,12,Okaloosa County,91,"Okaloosa County, Florida",57655,"Okaloosa County, Florida",1172,FL,9,7
G1200930,2012-2016,Florida,12,Okeechobee County,93,"Okeechobee County, Florida",36415,"Okeechobee County, Florida",1507,FL,9,7
G1200950,2012-2016,Florida,12,Orange County,95,"Orange County, Florida",49391,"Orange County, Florida",721,FL,9,7
G1200970,2012-2016,Florida,12,Osceola County,97,"Osceola County, Florida",45536,"Osceola County, Florida",1117,FL,9,7
